budget,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,genre,release_year,decade
92000000,http://www.tropicthunder.com/,7446,"film making, satire, jungle, movie star, southeast asia, land mine, shackles, war filmmaking, duringcreditsstinger, blackface, method acting",en,Tropic Thunder,"Vietnam veteran 'Four Leaf' Tayback's memoir, Tropic Thunder, is being made into a film, but Director Damien Cockburn can’t control the cast of prima donnas. Behind schedule and over budget, Cockburn is ordered by a studio executive to get filming back on track, or risk its cancellation. On Tayback's advice, Cockburn drops the actors into the middle of the jungle to film the remaining scenes but, unbeknownst to the actors and production, the group have been dropped in the middle of the Golden Triangle, the home of heroin-producing gangs.",43.192048,"DreamWorks SKG, Goldcrest Pictures, Red Hour Films, Internationale Filmproduktion Stella-del-Sud Second","United States of America, United Kingdom, Germany",2008-08-09,188072649,107.0,"English, 普通话",Released,The movie they think they're making... isn't a movie anymore.,Tropic Thunder,6.5,1667,"['Action', ' Comedy']",2008,2000
90000000,http://dragontattoo.com/,65754,"rape, journalist, based on novel, journalism, hacker, nazis, punk, investigation, remake, antisocial personality disorder, serial killer, disappearance, hacking, computer hacker, bible quote, scandinavian, abuse",en,The Girl with the Dragon Tattoo,"This English-language adaptation of the Swedish novel by Stieg Larsson follows a disgraced journalist, Mikael Blomkvist, as he investigates the disappearance of a weary patriarch's niece from 40 years ago. He is aided by the pierced, tattooed, punk computer hacker named Lisbeth Salander. As they work together in the investigation, Blomkvist and Salander uncover immense corruption beyond anything they have ever imagined.",47.651083,"Columbia Pictures, Scott Rudin Productions, Film Rites, Metro-Goldwyn-Mayer (MGM), Yellow Bird, Ground Control","Norway, Sweden, United States of America",2011-12-14,232617430,158.0,English,Released,Evil shall with evil be expelled.,The Girl with the Dragon Tattoo,7.2,2434,"['Thriller', ' Crime', ' Mystery', ' Drama']",2011,2010
90000000,http://sherlock-holmes-movie.warnerbros.com/,10528,"detective, scotland yard, coffin, black magic, arrest, partner, sherlock holmes, murder, steampunk, pentagram, clue",en,Sherlock Holmes,"Eccentric consulting detective, Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.",57.834787,"Village Roadshow Pictures, Silver Pictures, Warner Bros., Internationale Filmproduktion Blackbird Dritte, Wigram Productions","Germany, United Kingdom, United States of America",2009-12-23,524028679,128.0,"English, Français",Released,Nothing escapes him.,Sherlock Holmes,7.0,5766,"['Action', ' Adventure', ' Crime', ' Mystery']",2009,2000
100000000,http://www.benhurmovie.com/,271969,"betrayal, vengeance",en,Ben-Hur,A falsely accused nobleman survives years of slavery to take vengeance on his best friend who betrayed him.,29.608322,"Paramount Pictures, Metro-Goldwyn-Mayer (MGM), Sean Daniel Company, LightWorkers Media",United States of America,2016-08-17,94061311,125.0,English,Released,First to finish. Last to die.,Ben-Hur,5.3,621,['Drama'],2016,2010
120000000,http://www.disney.com/atlantis,10865,"sea, atlantis, animation, underwater, sea monster",en,Atlantis: The Lost Empire,"The world's most highly qualified crew of archaeologists and explorers is led by historian Milo Thatch as they board the incredible 1,000-foot submarine Ulysses and head deep into the mysteries of the sea.",51.548589,"Walt Disney Pictures, Walt Disney Feature Animation",United States of America,2001-06-02,186053725,95.0,"English, Français, Español",Released,Atlantis is waiting...,Atlantis: The Lost Empire,6.7,1224,"['Animation', ' Family', ' Adventure', ' Science Fiction']",2001,2000
0,http://www.foxmovies.com/movies/alvin-and-the-chipmunks-the-road-chip,258509,"chipmunk, cgi, talking animal, aftercreditsstinger, duringcreditsstinger",en,Alvin and the Chipmunks: The Road Chip,"Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in New York City - and dump them. They have three days to get to him and stop the proposal.",27.867368,"Regency Enterprises, Fox 2000 Pictures, Sunswept Entertainment, Bagdasarian Productions, TSG Entertainment",United States of America,2015-12-17,233755553,92.0,English,Released,Fast & furry-ous,Alvin and the Chipmunks: The Road Chip,5.8,428,"['Adventure', ' Animation', ' Comedy', ' Family']",2015,2010
90000000,http://www.youdontmesswiththezohan.com/,10661,"new york, israel, middle east, hairdresser, ladykiller, mossad, israeli, palestinian, heart-throb, middle east conflict, hairstyle, hacky sack",en,You Don't Mess with the Zohan,An Israeli counterterrorism soldier with a secretly fabulous ambition to become a Manhattan hairstylist. Zohan's desire runs so deep that he'll do anything -- including faking his own death and going head-to-head with an Arab cab driver -- to make his dreams come true.,40.597344,"Columbia Pictures, Happy Madison Productions, Sony Pictures Releasing, Relativity Media",United States of America,2008-06-05,201596308,113.0,"English, עִבְרִית",Released,Lather. Rinse. Save the world.,You Don't Mess with the Zohan,5.5,1048,"['Comedy', ' Action']",2008,2000
88000000,http://www.pixels-movie.com/,257344,"video game, nerd, alien attack, 3d, pixels",en,Pixels,Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.,140.849495,"Columbia Pictures, Happy Madison Productions",United States of America,2015-07-16,243637091,105.0,English,Released,Game On.,Pixels,5.6,2513,"['Action', ' Comedy', ' Science Fiction']",2015,2010
90000000,http://www.warnerbros.com/contact,686,"based on novel, nasa, new mexico, extraterrestrial technology, prime number, star, radio wave, wormhole, fanatic, spirituality, religion, scientist, sabotage, ham radio, alien contact, mechanical engineering, observatory, eccentric man, radio telescope",en,Contact,"Contact is a science fiction film about an encounter with alien intelligence. Based on the novel by Carl Sagan the film starred Jodie Foster as the one chosen scientist who must make some difficult decisions between her beliefs, the truth, and reality.",55.249434,"Warner Bros., South Side Amusement Company",United States of America,1997-07-11,171120329,150.0,English,Released,"If it's just us, it seems like an awful waste of space.",Contact,7.2,1308,"['Drama', ' Science Fiction', ' Mystery']",1997,1990
80000000,http://www.theinterpretermovie.com/,179,"new york, dictator, africa, destruction of a civilization, assassination, resistance, revenge, murder, united nations, witness to murder, fbi agent, resistance fighter",en,The Interpreter,"After Silvia Broome, an interpreter at United Nations headquarters, overhears plans of an assassination, an American Secret Service agent is sent to investigate.",18.69984,"Universal Pictures, StudioCanal, Mirage Enterprises, Working Title Films, Misher Films, Motion Picture JOTA Produktions","France, Germany, United Kingdom, United States of America",2005-04-08,162944923,128.0,"English, Français, Português",Released,The truth needs no translation.,The Interpreter,6.2,392,"['Crime', ' Thriller']",2005,2000
90000000,http://www.percyjacksonthemovie.com/us/#!/home,76285,"poison, hermes, poseidon, demigod, golden fleece, olympus, 3d, kronos, overthrow olympus, based on young adult novel",en,Percy Jackson: Sea of Monsters,"In their quest to confront the ultimate evil, Percy and his friends battle swarms of mythical creatures to find the mythical Golden Fleece and to stop an ancient evil from rising.",40.262261,"1492 Pictures, Dune Entertainment, Fox 2000 Pictures, Sunswept Entertainment, Dune Entertainment III, TSG Entertainment",United States of America,2013-08-07,174578751,106.0,English,Released,"Where There Are Gods, There Are Monsters.",Percy Jackson: Sea of Monsters,5.9,1648,"['Adventure', ' Family', ' Fantasy']",2013,2010
90000000,http://nowyouseeme.movie,291805,"london england, china, magic, secret society, vigilante, sequel, revenge, heist, on the run, macau china, magician",en,Now You See Me 2,"One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.",51.535701,"Summit Entertainment, Lionsgate, K/O Paper Products, TIK Films","Canada, China, United Kingdom, United States of America",2016-06-02,334901337,129.0,"普通话, English",Released,You Haven't Seen Anything Yet,Now You See Me 2,6.7,3235,"['Action', ' Adventure', ' Comedy', ' Crime', ' Mystery', ' Thriller']",2016,2010
90000000,http://www.riomovies.com/,46195,"brazil, pet, bird, musical, canary, samba, animal, duringcreditsstinger, rio 1, río 1",en,Rio,"Captured by smugglers when he was just a hatchling, a macaw named Blu never learned to fly and lives a happily domesticated life in Minnesota with his human friend, Linda. Blu is thought to be the last of his kind, but when word comes that Jewel, a lone female, lives in Rio de Janeiro, Blu and Linda go to meet her. Animal smugglers kidnap Blu and Jewel, but the pair soon escape and begin a perilous adventure back to freedom -- and Linda.",46.200042,"Blue Sky Studios, Twentieth Century Fox Animation",United States of America,2011-04-03,484635760,96.0,"English, Português",Released,1 out of every 8 Americans is afraid of flying. Most of them don't have feathers.,Rio,6.5,2166,"['Animation', ' Adventure', ' Comedy', ' Family']",2011,2010
88000000,http://www.cinderellamanmovie.com/index.php,921,"transporter, netherlands, world cup, socially deprived family, family's daily life, boxer, boxing match, comeback, training, heavy weight, folk hero, biography, daughter, defeat, sport",en,Cinderella Man,"The true story of boxer, Jim Braddock who, in the 1920’s after his retirement, has a surprise comeback in order to get him and his family out of a socially poor state.",24.100863,"Miramax Films, Imagine Entertainment, Universal Pictures, Parkway Pictures (I), Touchstone Pictures",United States of America,2005-06-02,108539911,144.0,English,Released,One man's extraordinary fight to save the family he loved.,Cinderella Man,7.3,616,"['Romance', ' Drama', ' History']",2005,2000
87000000,http://www.seabiscuitmovie.com/,4464,"horse race, american dream, racehorse, great depression",en,Seabiscuit,True story of the undersized Depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation.,14.824166,"Universal Pictures, Spyglass Entertainment, The Kennedy/Marshall Company, DreamWorks Pictures, Touchstone Pictures",United States of America,2003-07-22,148336445,141.0,English,Released,The hopes of a nation rode on a long shot.,Seabiscuit,6.7,216,"['Drama', ' History']",2003,2000
100000000,http://www.warnerbros.com/happy-feet,9836,"ocean, fish, zoo, penguin, tap dancing, love, crush, snow, anthropomorphism, singing, antarctica, family, duringcreditsstinger",en,Happy Feet,"Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!",37.272385,"Kennedy Miller Productions, Animal Logic",Australia,2006-11-16,384335608,108.0,English,Released,WARNING: May Cause Toe-Tapping.,Happy Feet,5.9,1410,"['Animation', ' Comedy']",2006,2000
